-563.3442	20.383469	20.758753	11.514164	20.714458	22.544981	-4.618283	23.80975	8.405057	10.776815	13.319775	7.462606	10.760586	7.618245	7.153844	7.5516715	3.7616434	-1.620624	-4.9137793	0.57270145	-3.3063233	-4.925018	-0.25000268	3.0562654	7.16687	6.95149	3.6866975	1.6095059	-1.5556964	-9.31135	-9.723921	-0.81812036	4.2100296	6.5434513	14.826063	13.487867	9.401003	4.3963995	-4.620339	3.5149755	7.505832	-1.314522	-0.77086544	-4.8789973	-3.234479
-523.254	20.63599	40.22721	18.80058	27.0405	26.420502	-0.68655694	27.747524	6.616929	17.119818	14.750381	-0.7974108	4.875819	2.3805733	-0.55472827	7.388237	9.754492	4.669747	1.1543093	-7.126359	-6.357129	6.060061	1.5587062	12.253807	-0.011998355	-5.4589753	-8.463926	-1.1270677	9.633735	5.1408987	-0.9852264	0.35247332	0.2834996	-2.5532365	0.14591837	3.2302847	-3.004222	-0.060251117	1.9178742	7.8581924	8.09436	-0.8080252	-2.2387424	-0.06614795	-2.029334
-499.5358	11.108032	60.48877	23.586254	26.433151	28.539364	6.0111003	22.71619	-1.0481302	9.125152	9.903183	4.2008114	7.1466465	-0.17038462	0.0356977	7.997081	7.315509	3.1288352	1.2667749	-1.0687248	-8.537716	-2.6296	8.351418	15.013923	-0.2876717	-2.1103966	1.573492	0.7868166	2.918766	-2.0970492	1.1084149	10.596398	6.8012667	-2.6772878	1.4775486	-1.3485954	-8.83791	-5.3910503	-0.7078523	4.5183992	0.10563463	-6.640804	-1.3141335	9.588873	2.7093077
-480.97122	-2.2934437	52.369217	11.612041	31.766306	24.419773	-0.09569013	29.094196	5.8560176	1.3862759	-6.4248514	0.06942952	13.9758835	7.3400493	5.467407	0.719741	-5.06141	-1.9743111	-0.7894063	5.5190554	5.61452	3.3355083	15.419511	13.730282	7.806533	-2.553729	-1.8094065	8.432137	-1.7237861	-0.34611434	0.25803077	-3.568159	3.48744	1.5348792	7.5180798	-6.988003	-10.111387	-5.1	-5.830859	7.6938686	3.646649	-3.096125	-7.9336033	2.958892	-1.0016046
-446.27863	18.584982	55.25406	16.532518	27.283165	14.498393	-9.8896675	13.266613	2.379873	9.846779	-2.0921664	-2.3303723	14.138163	15.523978	8.7112465	10.076378	6.7441444	-0.3054356	-3.2815995	5.245073	2.3875203	-7.080929	-1.5345573	0.90656555	-0.05476713	3.4217372	6.674534	7.966767	1.4884121	3.3091254	4.8030868	-8.260355	-9.805262	-4.4222975	0.80280566	-3.5242457	-8.722986	-3.7544289	-7.1387415	-3.8825793	-7.2835097	2.4205363	1.774183	-0.24902931	1.9933553
-412.08322	55.155647	53.61367	29.700682	33.109447	14.6780205	-0.45854765	16.139826	-5.0898747	4.7026596	-0.48250186	9.068281	20.391733	11.073668	5.3845305	8.572189	1.1456099	1.4038329	2.2549734	-1.7786098	-1.2315569	0.5255616	-1.9830459	0.6084728	3.7021325	6.7644224	0.8100487	3.1592343	6.054092	3.315154	-2.7077456	-7.520028	3.7349489	2.0533988	2.0289059	2.4259686	-9.567375	1.9560584	2.3565114	4.8171015	-1.6156664	-3.2217329	8.745537	4.5580454	0.20290852
-415.85953	84.62018	37.17169	28.552748	26.333622	16.763819	2.7984915	20.86512	1.5832138	3.0398674	-2.768483	6.8746166	12.3694725	5.08399	9.434452	16.907711	-5.320424	0.2290113	-1.283983	-5.2102427	0.7955811	8.235857	4.895949	6.524747	3.8157463	10.362452	-1.8424428	3.3801212	1.9270141	-2.5044608	-2.1168694	4.0785346	8.171835	-8.244045	-1.7279694	2.1638181	-3.383077	0.759528	-0.6583555	0.23327422	1.2531254	-5.643478	5.891531	1.7905622	1.533252
-485.57126	118.74744	17.90804	28.707668	11.564413	34.18479	1.9923772	33.873146	10.833452	10.77917	-3.9019165	-11.060274	15.73958	-6.2919407	1.3376827	0.74682426	4.986269	17.035547	2.35085	-8.001345	4.1681004	8.536858	5.8361382	5.2208786	-5.342223	8.8341255	2.5040386	-1.876821	-3.6913786	-7.064753	7.6350346	-7.693717	-0.07025504	0.14507914	3.9288363	1.39494	6.525123	4.237098	-10.836178	-10.177792	-4.509533	-0.71353364	5.054377	7.964651	13.003887
-376.43704	176.10336	-29.08949	-10.289743	-28.26817	28.806324	-12.557142	14.256248	1.2165155	7.1817575	9.67733	-21.423096	9.899734	-1.7189916	-1.697952	-1.1292939	3.4376264	-7.3335104	-3.511683	-4.055355	-2.1597514	-0.74275637	-6.8774133	-2.0777545	-8.267854	-2.1693587	-1.3903894	-0.85974956	1.2373362	-8.593954	1.0823076	-3.4747846	-5.8918495	1.1613642	2.5919476	-1.4633365	-0.03335257	-9.650219	-11.353133	-3.7771325	-2.9279485	7.955335	10.3126745	9.555991	14.155651
-290.8272	152.02386	-39.93258	-2.0181093	-4.1938457	-1.8053982	-2.6850498	8.58246	7.858966	6.379402	9.753371	-6.7489605	0.15983224	-4.453433	-0.5903492	3.7968042	-1.0902245	-3.1540172	-4.4544	-4.9873867	-3.2517223	-2.1690826	-0.96489066	2.4053059	-0.6805119	-0.7791178	-3.1876562	-3.3135567	0.9722851	3.865102	3.4668064	0.17495981	-3.4787025	-2.933885	-0.970007	-2.6116948	1.0105832	-2.031149	-1.9877546	-3.556376	-4.470987	1.9033093	3.4372277	4.422702	-0.8723291
