-366.34967	145.97418	-35.762856	0.75593525	-19.027351	6.443247	-4.05842	-9.777782	8.605749	25.670652	-2.0940528	-8.761344	-14.28071	0.7193452	-8.787829	-0.80491173	-5.5040336	-0.93518114	0.7525375	2.4977224	-9.903944	1.178078	-0.66052246	-14.066809	-8.39114	-7.2623	0.54814416	5.390957	-2.0270944	-1.3133273	-5.0117655	-0.577436	-12.309864	-0.05391586	4.359769	10.134672	4.619625	1.20578	-1.149113	1.7174984	-2.57257	-3.978743	-5.6128206	7.8205175	0.49719104	0.0
-296.34036	134.46112	-56.80799	5.4091277	-24.224586	7.8401814	4.508892	-9.36426	15.424789	29.442093	2.2148983	-9.457403	-11.585352	1.0896077	-9.564068	3.6812527	-4.9610453	-4.2268944	1.1052426	0.52437484	-9.319668	-3.3313444	5.5480723	-2.5643597	1.119002	-2.3513832	-7.745814	2.385753	-4.0841675	-3.7262297	-4.039243	-4.675433	-10.498249	-5.1848803	-8.218573	-4.838503	-3.4844909	6.4355607	13.148573	14.803974	8.57938	4.2631507	-4.3194838	0.319332	0.11697447	0.0
-246.08688	123.17099	-75.07831	0.7005224	-36.512383	-1.3859987	-3.6041038	-17.671104	1.6107407	23.194893	-5.423676	-10.667001	-10.427763	5.664322	-6.8912573	4.008743	-2.6406806	-1.2114148	-1.5420871	-1.2886779	-4.424095	-2.597971	6.3165746	-1.9468117	-1.9232467	-3.530651	-8.42382	2.1164246	-4.1087995	0.74791026	-4.9522247	-5.1980643	-11.687874	-4.7189107	-3.9884048	0.61777806	-0.20019126	3.4667783	2.7755423	3.5831077	4.0991864	7.547689	6.290804	11.814724	13.175823	155.84232607559568
-224.23338	116.997025	-73.97835	0.7708672	-26.815504	13.426207	9.433004	0.89675283	17.116728	27.403341	-3.1576476	-11.774618	-7.817601	6.9108343	-5.6559124	-11.040583	-9.851879	-6.977899	2.7433212	3.672688	-8.20429	-1.4728625	-2.2862744	-1.1005405	5.708914	1.0286934	-8.357211	-1.4032434	7.216714	7.043499	4.180046	1.6547989	-5.685117	-3.289316	0.33709127	0.41263425	-3.5722306	-5.6663647	-7.688491	-7.184291	-5.20384	-3.2918146	1.3610692	10.275053	14.450058	138.4054858886189
-220.22281	117.09382	-73.35038	-4.1118855	-24.66425	14.97191	9.947389	-9.000255	-3.685075	8.727684	-11.638336	-15.598288	-5.048292	8.205036	5.443432	-4.0026026	-4.902956	-9.433424	-1.5216599	3.1556916	-7.108727	3.355826	2.2458727	-2.593664	-7.1162267	-7.914021	-3.2388582	-0.6876769	0.7515515	-5.7452474	-5.6428523	-6.1014037	-8.544403	-7.8638225	-6.597271	-1.3110044	3.5209005	5.5673366	6.3635654	5.4159365	2.0895433	-3.672231	-7.6838083	-5.4192357	1.1910615	135.44168623230652
-219.1428	122.7832	-80.37209	-0.20907038	-25.102348	22.603977	15.113381	1.6107378	-1.1295991	12.202017	-4.8961086	-12.5862255	-6.297205	2.647284	2.1589952	-9.391032	-6.0000067	-7.817471	4.2478104	9.82016	-5.9738903	1.7385745	-0.31675422	0.68418014	-1.6659303	-3.7067885	-2.540471	-5.1055655	-4.305896	-8.447181	-1.0001953	2.2021518	0.86700356	-1.0352402	-3.019631	-0.4066076	-1.6551204	-3.6747017	-3.367661	-1.1438873	-2.6143012	-5.0578556	-6.146963	-3.594767	-0.5962271	132.24772090509134
-233.01804	135.8943	-101.25214	8.749922	-32.358055	27.044006	6.035871	3.74392	-8.913255	16.714561	-8.187178	-10.879063	-6.1470265	5.6129627	2.6327333	-8.44878	-5.494405	-7.3823285	1.6725199	11.244366	-7.484383	1.4480815	-8.117313	-2.929557	-3.9260607	1.3763134	3.413227	-2.242533	-2.703218	-7.6098537	-1.1920702	-0.74691355	-2.7784476	-6.050454	-6.4379845	-3.4889393	-0.70420575	-2.1163354	-3.0741239	-3.2009847	-3.0028982	0.7003647	0.43781328	-1.945138	-4.995338	128.2091948634988
-240.96698	136.22934	-101.53615	11.08168	-26.349255	32.545692	12.744595	2.6031442	-9.322847	16.01027	-4.8876095	-10.08696	-4.402519	3.0241714	0.92117524	-10.065377	-0.92517954	-3.9810545	7.475372	6.572153	-10.627358	-4.4756603	-7.2030272	-2.1535354	-4.0571985	-0.98654735	4.512863	1.6734266	3.5230627	-0.15502453	3.7839813	-2.5994203	-9.338315	-11.675171	-5.050987	-3.303756	0.25665295	-0.9134152	2.262919	-1.8002263	-1.932027	1.09277	3.7015882	-2.960175	-7.1124506	125.02992820721938
-239.90587	143.10062	-101.31653	12.076181	-24.40691	28.504776	11.816137	0.029248744	-10.448092	13.957451	-4.311456	-2.9011874	4.9807463	10.658004	3.3862405	-13.084562	2.7324538	-3.702229	11.958588	6.971679	-3.1071405	-1.2480102	-3.8888512	-2.2214963	-3.681583	2.6525266	6.747326	0.30414307	-0.99763995	-6.6288037	-0.51446223	-0.9448472	-6.559368	-9.226365	-7.9154806	-4.6309404	-0.59877694	-1.4165957	-5.8140407	-9.225664	-3.2936206	2.6250482	0.27944064	-3.9782104	-2.915703	124.28835522330844
-253.48172	128.69937	-110.36899	8.718435	-23.85579	31.609991	14.435093	9.434448	-3.5551524	17.742186	0.42461848	-3.3873425	-0.4595097	6.4062414	-0.23533332	-11.99163	-3.1983385	-5.7467923	5.9254217	3.8082156	-8.463322	-0.39661142	-8.960682	0.537714	-4.398224	4.2196774	2.655344	-3.6395948	2.2887754	-6.9584002	2.103826	-2.3353355	-3.2990716	-8.029623	-1.6359811	-3.6600835	-2.4254618	-3.9262514	-2.6798792	-4.2347565	-1.3273199	-1.9586582	-6.427147	-5.5238056	-11.072651	123.32753010880437
